AmbCO - Ambulance Clinical Outcomes,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,SHA Code,SHA Name,Org Code,Org Name,SQU03_3_1_1 SUM,SQU03_3_1_2 SUM,SQU03_3_2_1 SUM,SQU03_3_2_2 SUM,SQU03_5_1_1 SUM,SQU03_5_1_2 SUM,SQU03_5_2_1 SUM,SQU03_5_2_2 SUM,SQU03_5_3_1 SUM,SQU03_5_3_2 SUM,SQU03_6_1_1 SUM,SQU03_6_1_2 SUM,SQU03_6_2_1 SUM,SQU03_6_2_2 SUM,SQU03_7_1_1 SUM,SQU03_7_1_2 SUM,SQU03_7_2_1 SUM,SQU03_7_2_2 SUM,
2014-15,JUNE,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,106,319,21,36,0,0,89,96,162,227,334,575,937,970,32,312,10,34,
2015-16,JUNE,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,112,367,22,53,0,0,120,136,181,269,362,606,1068,1100,35,365,10,53,
2011-12,JUNE,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,65,247,12,29,2,2,87,87,82,98,240,374,348,390,18,222,5,22,
2012-13,JUNE,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,74,222,17,39,0,0,50,53,63,88,265,440,553,622,17,208,4,34,
2013-14,JUNE,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,70,227,14,30,NULL,NULL,100,105,126,156,353,515,744,816,20,213,5,27,
2014-15,JUNE,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,76,229,21,34,0,0,82,97,93,122,361,520,775,834,23,223,7,32,
2015-16,JUNE,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,68,234,17,29,0,0,51,54,74,106,316,468,718,753,28,226,11,28,
2011-12,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,2,7,0,1,0,2,0,0,0,2,0,37,39,50,0,7,0,1,
2012-13,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,1,4,0,1,0,1,1,1,1,1,10,13,48,53,0,4,0,1,
2013-14,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,1,9,0,1,NULL,NULL,5,5,6,6,1,6,9,9,0,9,0,1,
2014-15,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,7,12,3,3,0,0,2,2,7,8,10,20,40,41,2,12,2,3,
2015-16,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,4,11,3,4,0,0,0,1,4,4,10,15,35,35,2,11,2,4,
2011-12,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,30,149,5,10,0,0,59,65,22,40,88,169,48,49,9,149,5,10,
2012-13,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,19,83,3,10,0,0,62,70,62,102,110,211,503,516,12,83,1,10,
2013-14,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,43,91,5,13,NULL,NULL,78,83,67,96,94,209,473,479,21,78,4,9,
2014-15,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,56,119,27,41,0,0,67,70,62,94,108,196,472,472,18,118,10,41,
2015-16,JUNE,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,46,129,15,29,0,0,77,89,58,93,41,83,538,544,19,121,8,28,
2011-12,JUNE,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,19,70,5,15,0,0,39,47,35,42,63,97,155,157,0,70,0,15,
2012-13,JUNE,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,37,108,12,15,0,0,41,43,33,36,44,70,129,129,13,108,5,15,
2011-12,JUNE,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,52,183,8,23,5,8,44,55,166,215,246,430,651,700,9,181,4,22,
2012-13,JUNE,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,38,152,6,25,3,4,51,61,166,215,139,236,630,656,11,150,4,25,
2013-14,JUNE,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,72,276,24,48,NULL,NULL,112,138,154,167,148,271,753,774,32,273,17,46,
2014-15,JUNE,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,72,288,19,45,0,0,115,132,127,149,148,256,673,697,32,287,13,45,
2015-16,JUNE,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,73,286,21,39,0,0,90,119,148,179,165,330,861,887,38,286,17,39,
2011-12,MARCH,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,16,106,11,25,0,0,62,62,53,85,115,141,271,286,7,105,6,24,
2012-13,MARCH,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,25,132,2,3,0,0,59,60,52,62,127,161,295,304,3,127,1,1,
2013-14,MARCH,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,31,138,7,11,NULL,NULL,77,89,67,72,194,243,334,334,9,133,5,10,
2014-15,MARCH,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,37,149,9,13,0,0,73,88,61,68,80,104,349,363,9,149,6,13,
2011-12,MARCH,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,47,272,9,36,4,6,113,138,124,151,264,319,817,825,9,195,2,22,
2012-13,MARCH,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,106,375,23,51,7,11,117,133,180,222,306,421,1057,1066,25,318,12,39,
2013-14,MARCH,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,81,284,15,31,NULL,NULL,127,153,150,195,387,525,1310,1315,18,259,5,24,
2014-15,MARCH,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,78,213,22,40,0,0,143,161,265,312,190,304,828,829,24,187,9,33,
2011-12,MARCH,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,51,248,16,33,0,1,108,134,102,150,355,536,809,845,9,239,7,29,
2012-13,MARCH,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,61,278,16,34,0,0,108,133,104,132,239,402,710,752,21,278,6,34,
2013-14,MARCH,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,65,269,11,29,NULL,NULL,101,117,77,100,269,428,723,740,24,265,7,29,
2014-15,MARCH,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,51,251,17,30,0,0,64,80,91,120,197,344,698,713,26,234,14,30,
2011-12,MARCH,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,56,260,20,51,9,15,82,86,135,158,70,150,766,786,20,248,9,45,
2012-13,MARCH,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,45,249,16,46,7,11,73,84,88,114,43,87,839,864,19,244,12,46,
2013-14,MARCH,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,34,251,9,29,NULL,NULL,93,96,76,94,52,103,780,818,7,231,3,26,
2014-15,MARCH,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,48,242,10,31,0,0,87,94,105,128,74,140,823,838,13,230,4,28,
2011-12,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,66,221,15,33,6,7,119,137,76,106,130,181,644,694,16,221,5,33,
2012-13,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,49,212,8,16,0,1,126,139,88,124,109,201,575,621,16,212,5,16,
2013-14,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,84,345,6,23,NULL,NULL,115,131,92,111,170,270,794,828,16,345,2,23,
2014-15,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,96,334,28,57,0,0,87,96,94,137,141,297,709,742,30,334,9,57,
2011-12,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,47,243,9,24,0,0,65,69,113,138,125,227,591,625,8,227,2,21,
2012-13,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,67,249,18,34,0,0,99,105,171,203,118,253,516,533,21,244,11,31,
2013-14,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,57,270,12,40,NULL,NULL,42,48,93,126,168,306,677,699,15,264,2,28,
2014-15,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,96,330,25,36,0,0,110,125,144,187,145,261,665,693,22,317,10,31,
2011-12,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,114,367,20,42,0,0,119,130,160,230,294,476,780,815,30,358,14,41,
2012-13,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,134,420,22,49,0,0,131,134,188,268,389,558,941,998,36,413,12,46,
2013-14,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,120,371,34,51,NULL,NULL,127,142,189,270,459,706,1044,1077,43,367,19,51,
2014-15,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,112,407,29,56,0,0,96,100,200,297,372,658,1057,1092,34,399,17,55,
2011-12,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,45,187,10,20,0,0,53,60,90,101,316,517,684,748,11,183,2,20,
2012-13,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,60,257,16,30,0,0,67,68,100,124,349,581,827,899,11,248,4,24,
2013-14,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,75,247,13,26,NULL,NULL,84,94,104,123,372,573,814,887,17,222,4,22,
2014-15,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,71,244,12,30,0,0,84,92,87,119,331,535,782,807,22,238,5,28,
2011-12,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,3,11,0,1,1,1,0,0,6,7,18,30,46,47,0,11,0,1,
2012-13,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,0,13,0,0,0,0,4,4,6,6,5,5,25,25,0,13,0,0,
2013-14,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,1,13,1,2,NULL,NULL,0,1,6,7,12,18,35,35,0,13,0,2,
2014-15,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,3,17,0,2,0,0,1,2,5,7,12,21,35,35,0,17,0,2,
2011-12,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,38,109,6,12,0,0,73,89,78,132,98,215,593,605,20,109,2,12,
2012-13,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,42,103,4,11,0,0,79,86,69,110,73,207,491,498,18,88,3,10,
2013-14,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,65,154,10,29,NULL,NULL,77,85,70,108,120,212,464,472,33,131,16,23,
2014-15,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,48,140,18,30,0,0,71,77,61,110,66,119,483,490,27,130,8,26,
2011-12,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,25,120,4,24,0,0,34,39,36,38,48,72,114,114,8,120,3,24,
2011-12,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,49,203,9,27,1,3,43,56,169,210,130,229,623,645,13,201,3,25,
2012-13,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,73,351,21,58,0,1,94,117,165,196,143,303,775,798,30,350,13,58,
2013-14,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,85,326,31,59,NULL,NULL,125,159,140,156,165,295,790,805,39,321,21,57,
2014-15,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,81,311,17,41,0,0,85,114,166,187,182,323,860,887,24,308,9,39,
2011-12,MAY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,28,85,18,28,0,0,84,102,82,102,158,191,455,497,13,85,13,28,
2012-13,MAY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,33,128,11,25,0,0,100,115,109,119,164,203,425,442,6,126,4,24,
2013-14,MAY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,49,158,11,14,NULL,NULL,100,115,56,68,108,143,241,246,14,155,6,13,
2014-15,MAY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,30,128,7,16,0,0,67,77,68,70,104,141,273,276,3,122,2,15,
2015-16,MAY,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,31,129,10,14,0,0,73,80,65,68,98,138,363,368,9,125,6,12,
2011-12,MAY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,63,229,15,33,16,23,67,72,156,210,171,195,332,347,19,177,9,29,
2012-13,MAY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,58,229,15,38,4,6,131,149,151,177,166,206,653,661,12,197,7,31,
2013-14,MAY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,98,338,14,37,NULL,NULL,125,135,164,195,305,377,969,975,29,295,6,34,
2014-15,MAY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,88,319,17,39,0,0,139,166,201,244,315,496,1290,1295,31,290,9,32,
2015-16,MAY,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,54,189,14,30,0,0,129,157,300,327,226,294,733,735,19,173,6,28,
2011-12,MAY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,34,133,12,25,0,1,45,51,118,146,298,405,802,865,10,133,6,25,
2012-13,MAY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,55,269,16,34,0,1,102,119,113,154,263,374,674,738,24,257,12,32,
2013-14,MAY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,53,221,7,25,NULL,NULL,99,108,81,103,238,364,660,670,23,219,1,24,
2014-15,MAY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,48,236,12,23,0,0,104,125,87,104,208,375,697,711,15,207,7,17,
2015-16,MAY,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,65,241,23,40,0,0,85,106,82,97,239,400,683,701,25,232,14,39,
2011-12,MAY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,13,95,6,16,6,9,95,95,46,85,59,96,287,319,5,91,3,16,
2012-13,MAY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,41,264,14,34,6,9,93,103,94,122,67,148,856,886,18,256,6,32,
2013-14,MAY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,37,212,10,32,NULL,NULL,105,113,77,101,58,87,808,825,13,210,6,31,
2014-15,MAY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,39,230,6,24,0,0,77,91,79,101,84,135,904,919,10,204,2,20,
2015-16,MAY,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,46,196,13,27,0,0,51,55,97,133,90,172,796,808,14,177,7,23,
2011-12,MAY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,61,193,9,23,2,3,117,134,68,91,161,212,826,928,26,193,6,23,
2012-13,MAY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,78,246,18,33,0,1,108,122,60,82,86,127,481,511,17,246,4,33,
2013-14,MAY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,87,355,22,40,NULL,NULL,104,116,118,175,198,314,866,933,25,355,10,40,
2014-15,MAY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,90,323,24,48,0,0,132,155,92,126,147,262,718,786,32,323,15,48,
2015-16,MAY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,111,324,21,42,0,0,131,144,113,146,181,321,769,778,34,324,10,42,
2011-12,MAY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,36,270,10,31,1,1,58,62,139,235,136,235,395,447,16,259,7,30,
2012-13,MAY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,55,240,26,40,0,0,63,67,126,145,105,209,566,600,9,234,7,36,
2013-14,MAY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,55,273,9,24,NULL,NULL,61,64,97,118,144,245,569,600,15,271,5,23,
2014-15,MAY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,47,282,11,32,0,0,119,130,136,165,177,340,596,612,13,275,3,32,
2015-16,MAY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,67,259,12,30,0,0,102,109,124,163,159,303,721,736,12,249,5,28,
2011-12,MAY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,109,340,25,37,0,2,102,118,143,222,271,449,939,1072,44,337,16,35,
2012-13,MAY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,99,363,28,57,0,0,117,125,146,218,344,492,796,832,30,357,18,53,
2013-14,MAY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,91,311,28,51,NULL,NULL,127,132,185,243,395,568,848,896,31,310,13,50,
2014-15,MAY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,122,379,30,54,0,0,90,100,179,238,421,663,1010,1041,33,372,16,49,
2015-16,MAY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,96,337,23,47,0,0,101,121,210,275,387,585,977,1012,27,332,11,45,
2011-12,MAY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,57,223,16,26,4,4,84,93,62,109,197,302,416,444,13,201,4,22,
2012-13,MAY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,85,313,24,37,0,0,6,7,59,82,241,340,480,529,27,303,8,34,
2013-14,MAY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,71,210,16,29,NULL,NULL,87,92,92,115,310,474,636,715,20,202,9,28,
2014-15,MAY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,59,209,16,30,0,0,76,90,91,118,370,531,826,878,20,204,8,27,
2015-16,MAY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,62,236,13,29,0,0,67,75,68,109,306,479,714,744,11,214,2,19,
2011-12,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,1,6,1,1,1,2,0,0,1,6,0,38,33,39,0,6,0,0,
2012-13,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,0,10,0,0,0,0,5,6,8,8,19,25,43,51,0,10,0,0,
2013-14,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,5,16,4,7,0,0,2,2,5,7,7,9,20,21,1,16,1,7,
2014-15,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,3,8,1,2,0,0,1,2,8,8,7,10,31,32,2,8,1,2,
2015-16,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,3,11,1,2,0,0,0,1,2,3,14,18,33,33,0,11,0,2,
2011-12,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,32,161,3,8,0,0,77,88,34,50,95,164,48,49,10,161,2,8,
2012-13,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,46,112,9,13,0,0,73,76,84,120,95,165,516,536,15,100,2,13,
