NHS 111 - SHA & Self Provider View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provider Org:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearnumber,Periodname,Provider Org Code,Provider Name,Commissioner Org Code,Commissioner Org Name,Nhs1 Population SUM,Nhs1 Number Calls Offered SUM,Nhs1 Calls Through 111 SUM,Nhs1 Calls Through Other SUM,Nhs1 Abandoned Calls SUM,Nhs1 Answered Calls SUM,Nhs1 Answered Through 111 SUM,Nhs1 Answered Through Other SUM,Nhs1 Answered 60sec SUM,Nhs1 Calls Person Triaged SUM,Nhs1 Cnt Caller Terminated SUM,Nhs1 Cnt Caller Referred SUM,Nhs1 Cnt Caller Given Info SUM,Nhs1 Cnt Other Reason SUM,Nhs1 Transferred To Ca SUM,Nhs1 Wtransferred To Ca SUM,Nhs1 Ave Wtransfer Time SUM,Nhs1 Person Offered Call Back SUM,Nhs1 Calls Back Within 10mins SUM,Nhs1 Ave Episode Length SUM,Nhs1 Amb Dispatches SUM,Nhs1 Recommend To Ae SUM,Nhs1 Recommend To Primcare SUM,Nhs1 Rec Contact Prim Com Care SUM,Nhs1 Rec Speak Prim Com Care SUM,Nhs1 Rec Dental Pharmacy SUM,Nhs1 Recommend To Other SUM,Nhs1 Not Recommend SUM,Nhs1 Given Health Information SUM,Nhs1 Recommended Home Care SUM,Nhs1 Recommended Non Clinical SUM,Nhs1 Time Call Handlers SUM,Nhs1 Time Clinical Staff SUM,Nhs1 Cost Call Handlers SUM,Nhs1 Cost Clinical Staff SUM,Nhs1 Total Other Costs SUM
2015-16,Jun-15,111AE7,"BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE NHS 111",11H,NHS BRISTOL CCG,929500,23854,23854,0,145,23709,23709,0,22663,19889,932,679,107,2102,5092,1949,00:00:48,3142,1201,00:14:44,2633,1951,12637,8733,2298,1606,143,2525,261,1316,948,0,0,0,0,0
2015-16,Jun-15,111AE8,GLOUCESTERSHIRE & SWINDON NHS 111,11M,NHS GLOUCESTERSHIRE CCG,838900,13544,13544,0,96,13448,13448,0,12896,11009,622,679,46,1092,2977,1122,00:01:03,1855,720,00:14:51,1575,1012,6834,4959,1392,483,99,1489,140,708,641,0,0,0,0,0
2015-16,Jun-15,111AE9,SOMERSET NHS 111,11X,NHS SOMERSET CCG,543600,11425,11413,12,1219,9442,9440,2,5816,8334,635,438,18,17,1622,213,00:01:20,1362,251,00:21:16,1012,549,4984,3603,1095,286,303,1486,157,422,907,71741,12969,0,0,0
2015-16,Jun-15,111AF1,CORNWALL NHS 111,11N,NHS KERNOW CCG,553200,12394,12173,221,1501,10008,9847,161,5812,9294,165,509,20,20,1861,333,00:00:35,1528,310,00:20:25,1182,491,5488,3853,1349,286,517,1616,174,412,1030,79086,14880,0,0,0
2015-16,Jun-15,111AF2,DEVON NHS 111,99P,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG",1158100,29385,29279,106,3546,23958,23941,17,14024,22060,905,890,68,35,5174,767,00:00:37,4407,1920,00:16:41,2562,1388,14275,9463,4031,781,361,3474,469,945,2060,187083,41369,0,0,0
2015-16,Jun-15,111AF3,BEDFORDSHIRE NHS 111,06F,NHS BEDFORDSHIRE CCG,434000,5371,5371,0,14,5332,5332,0,5212,3554,212,0,5,1561,731,298,00:01:19,433,108,00:27:08,337,367,2301,1519,374,408,74,475,72,289,114,0,0,0,0,0
2015-16,Jun-15,111AF4,STAFFORDSHIRE NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,1112600,20844,20712,132,73,19787,19721,66,19494,16215,635,95,16,2826,7490,6401,00:00:01,1089,306,00:12:30,1637,1458,10189,7143,2177,869,949,1982,34,1291,657,194411,40485,0,0,0
2015-16,Jun-15,111AF5,NORTH WEST NHS 111,00R,NHS BLACKPOOL CCG,6726400,65728,65728,0,300,64818,64818,0,62331,57891,2832,0,542,3553,16143,6861,00:00:09,9282,4709,00:13:28,6982,6595,33228,22241,5732,5255,615,10471,1218,4417,4836,287395,189374,0,0,0
2015-16,Jun-15,111AF6,BLACKPOOL NHS 111,00R,NHS BLACKPOOL CCG,467200,12051,12051,0,50,11863,11863,0,11440,10754,842,0,9,258,2421,1756,00:00:13,665,420,00:07:25,850,1019,6798,5519,968,311,110,1977,111,633,1233,44215,28432,0,0,0
2015-16,Jul-15,111AA1,NORTH EAST ENGLAND NHS 111,00N,NHS SOUTH TYNESIDE CCG,2623300,57762,55475,2287,448,49919,48092,1827,48188,45845,1800,296,1436,1801,15600,8431,00:01:02,7169,2680,00:14:13,7802,4357,25135,16277,6095,2763,2937,5614,905,2632,2077,599588,132652,0,0,0
2015-16,Jul-15,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,733200,14279,14279,0,76,14203,14203,0,13588,11928,426,411,56,1382,2917,1292,00:00:46,1625,688,00:13:03,1692,1234,7524,5499,1485,540,266,1212,123,661,428,0,0,0,0,0
2015-16,Jul-15,111AA3,LUTON NHS 111,06P,NHS LUTON CCG,213700,3005,3005,0,3,2985,2985,0,2956,3263,174,8,2,0,655,280,00:01:12,375,138,00:25:47,378,263,2170,1541,413,216,114,338,38,204,96,0,0,0,0,0
2015-16,Jul-15,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,1002400,21291,21208,83,137,20843,20762,81,19701,18301,1,0,1,2540,4363,1613,00:00:28,2750,1095,00:12:18,1791,1850,9444,6385,2145,914,438,4778,193,965,3620,76577,39561,0,0,0
2015-16,Jul-15,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,1006500,23291,22881,410,266,22718,22330,388,21484,21694,3,1,2,1018,5436,1946,00:00:18,3490,1330,00:13:05,2104,2034,12164,7868,3464,832,797,4595,263,1168,3164,80800,34052,0,0,0
2015-16,Jul-15,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,140000,4975,4955,20,103,4662,4642,20,4493,4487,32,41,20,82,758,737,00:00:38,21,11,00:08:11,509,344,2958,1653,733,572,264,412,107,233,72,31137,9207,7827,4227,0
2015-16,Jul-15,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,568200,9259,9259,0,33,8881,8881,0,8580,8346,1208,141,41,0,1581,975,00:02:18,606,277,00:12:21,916,740,4467,3265,955,247,325,1898,230,395,1273,0,0,0,0,0
2015-16,Jul-15,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,295700,11308,11308,0,60,11248,11248,0,10738,8846,498,70,44,1790,2381,799,00:01:06,1582,637,00:16:28,1127,926,5217,4003,974,240,167,1409,106,717,586,0,0,0,0,0
2015-16,Jul-15,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,380800,4675,4675,0,28,4647,4647,0,4455,3803,200,91,14,539,1064,357,00:00:45,707,281,00:16:57,511,403,2230,1710,419,101,100,559,47,292,220,0,0,0,0,0
2015-16,Jul-15,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1143000,28812,23004,5808,237,24855,21869,2986,23991,19881,0,20,0,4954,5865,4313,00:00:55,1552,1079,00:10:43,1862,2062,12633,9063,2596,974,710,2614,497,1504,613,387646,165872,0,0,0
2015-16,Jul-15,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,215100,4886,4722,164,0,4886,4722,164,4830,4370,5,0,8,503,1274,648,00:07:14,626,168,00:15:51,424,300,2479,1448,849,182,305,862,72,270,520,21138.46667,9782.483333,0,0,0
2015-16,Jul-15,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,658400,14821,14625,196,49,14688,14495,193,14103,12396,1662,17,21,592,2343,840,00:01:20,1503,565,00:22:34,1245,1208,7814,5484,1586,744,883,1246,112,709,425,0,0,0,0,0
2015-16,Jul-15,111AB9,NORFOLK NHS 111,06W,NHS NORWICH CCG,783600,25518,21766,3752,459,22726,20411,2315,21018,16311,0,0,467,5948,4238,3388,00:00:47,850,629,00:09:20,1893,1423,9447,6403,2217,827,1007,2541,467,1113,961,0,0,0,0,0
2015-16,Jul-15,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,626600,12784,12784,0,50,12734,12734,0,12239,10879,373,307,33,1142,2662,1270,00:00:52,1392,568,00:12:28,1393,1104,6824,4718,1435,671,377,1181,74,593,514,0,0,0,0,0
2015-16,Jul-15,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,1007700,19056,18818,238,18,19038,18802,236,18774,17022,17,3,24,1972,5211,2791,00:06:51,2420,685,00:17:09,1275,1398,10105,6143,3321,641,793,3451,332,1225,1894,86627.21667,44119.4,0,0,0
2015-16,Jul-15,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,771500,16240,15955,285,4,16236,15951,285,16094,14260,226,30,22,1698,4528,2453,00:03:44,2008,417,00:14:07,1123,1231,8929,5812,2597,520,913,2064,194,1258,612,2646.416667,1218.816667,0,0,0
2015-16,Jul-15,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,871900,23408,14318,9090,103,17852,13492,4360,17338,14465,16,21,231,3119,3997,3032,00:00:34,965,660,00:11:00,1615,1209,9796,5815,3201,780,290,1555,280,950,325,382993,127045,0,0,0
2015-16,Jul-15,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,702300,16886,16886,0,107,16525,16525,0,15578,14679,2,1,1,1842,3579,1239,00:00:12,2340,864,00:13:09,1412,1495,8507,6291,1920,296,306,2959,146,818,1995,69627,32545,0,0,0
2015-16,Jul-15,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,268900,4993,4993,0,41,4952,4952,0,4761,4149,182,159,33,429,1065,461,00:01:18,604,262,00:13:44,460,483,2637,1746,510,381,55,514,61,271,182,0,0,0,0,0
2015-16,Jul-15,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1044200,19129,19129,0,131,18703,18703,0,17776,16653,2,1,1,2046,3778,1344,00:00:15,2434,973,00:11:48,1751,1510,8032,5302,2024,706,505,4855,226,777,3852,69378,33939,0,0,0
2015-16,Jul-15,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4618700,74111,73243,868,150,73464,72687,777,72001,65579,0,0,0,7885,18023,6915,00:00:41,11108,5338,00:13:52,6609,4931,36559,25654,7963,2942,4405,13075,897,4341,7837,367932.9667,252442.05,0,0,0
2015-16,Jul-15,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,317000,3761,3761,0,25,3736,3736,0,3579,3007,173,60,18,478,883,309,00:01:13,574,238,00:17:28,338,309,1795,1382,324,89,71,494,49,268,177,0,0,0,0,0
2015-16,Jul-15,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,411800,6387,6387,0,47,6340,6340,0,6043,5037,267,78,28,930,1520,502,00:00:46,1018,380,00:17:39,553,485,3105,2432,531,142,114,780,60,451,269,0,0,0,0,0
2015-16,Jul-15,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,369000,3849,3849,0,26,3823,3823,0,3629,3178,190,67,18,370,940,308,00:01:15,632,275,00:17:23,337,364,1864,1396,390,78,76,537,60,280,197,0,0,0,0,0
2015-16,Jul-15,111AD4,NORTH WEST LONDON NHS 111,07P,NHS BRENT CCG,1196300,9711,9711,0,58,9653,9653,0,9241,7247,409,217,48,1732,2069,626,00:00:59,1443,572,00:17:18,915,721,4324,3230,901,193,152,1135,107,597,431,0,0,0,0,0
2015-16,Jul-15,111AD5,NORTH CENTRAL LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,1441000,22468,22468,0,82,21615,21615,0,20820,17381,1431,54,82,0,4021,2459,00:02:22,1562,674,00:12:34,2177,1747,9998,7384,1934,680,542,2917,455,930,1532,0,0,0,0,0
2015-16,Jul-15,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,1021900,17573,15701,1872,333,17240,15961,1279,16707,14975,1422,6,87,0,3528,1291,00:00:23,2246,1251,00:13:08,1596,1505,8687,6528,1865,294,599,2588,186,1006,1396,0,0,0,0,0
2015-16,Jul-15,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1755300,22013,22011,2,86,21794,21792,2,21264,18086,0,0,0,3708,6027,3609,00:00:14,2418,1763,00:11:05,1468,2295,10583,8114,1771,698,649,3091,290,1703,1098,81534,77276,0,0,0
2015-16,Jul-15,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,884100,12712,12712,0,261,12451,12451,0,12149,9409,591,2,66,0,2349,978,00:00:30,1382,725,00:13:41,980,1224,5561,4219,930,412,207,1437,123,759,555,0,0,0,0,0
2015-16,Jul-15,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5503900,117454,117454,0,1419,115429,115429,0,110218,98618,9297,15,437,7062,22492,3974,00:01:13,18513,4231,00:20:13,9377,8069,61143,38603,9216,13324,3848,16181,1186,5614,9381,805563,354329,0,0,0
2015-16,Jul-15,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1854600,38578,35749,2829,149,38115,35943,2172,36719,33528,2585,16,74,1912,6235,2146,00:01:34,4089,1464,00:25:33,4000,2911,20798,13424,4894,2480,2446,3373,339,1907,1127,0,0,0,0,0
2015-16,Jul-15,111AE2,BUCKINGHAMSHIRE NHS 111,10Y,NHS AYLESBURY VALE CCG,525000,11311,11311,0,41,11192,11192,0,10776,8020,605,2,14,2551,1586,588,00:01:26,998,349,00:31:57,810,812,5066,3742,987,337,483,849,96,557,196,0,0,0,0,0
2015-16,Jul-15,111AE3,BERKSHIRE NHS 111,11D,NHS WOKINGHAM CCG,904800,17322,17322,0,71,17153,17153,0,16469,16098,868,70,22,95,3144,1112,00:01:23,2032,703,00:22:39,1705,1565,10365,7440,2270,655,760,1703,152,996,555,0,0,0,0,0
2015-16,Jul-15,111AE4,SOUTH EAST COAST NHS 111,10D,NHS SWALE CCG,4562700,90469,90469,0,896,88750,88750,0,80216,77597,4339,367,157,6290,22897,14037,00:01:01,8860,6839,00:11:56,8728,6570,50510,39262,7655,3594,343,11446,701,6046,4700,0,0,0,0,0
2015-16,Jul-15,111AE5,DORSET NHS 111,11J,NHS DORSET CCG,762400,18923,18917,6,501,17482,17479,3,15064,15329,1035,1040,31,47,3332,757,00:00:42,2575,533,00:18:57,1839,1101,9562,6220,1505,1837,289,2538,207,951,1380,138692,27579,0,0,0
2015-16,Jul-15,111AE6,BANES & WILTSHIRE NHS 111,99N,NHS WILTSHIRE CCG,664800,11388,11388,0,96,11292,11292,0,10664,9842,486,438,43,483,2586,790,00:00:36,1796,711,00:15:57,1425,865,6231,4425,1144,662,90,1231,122,610,499,0,0,0,0,0
2015-16,Jul-15,111AE7,"BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE NHS 111",11H,NHS BRISTOL CCG,929500,24650,24650,0,228,24422,24422,0,23063,20277,1060,714,128,2243,5244,1650,00:01:01,3594,1431,00:16:06,2822,1925,12708,8754,2259,1695,171,2651,277,1299,1075,0,0,0,0,0
2015-16,Jul-15,111AE8,GLOUCESTERSHIRE & SWINDON NHS 111,11M,NHS GLOUCESTERSHIRE CCG,838900,13563,13563,0,136,13427,13427,0,12724,11024,633,640,59,1071,2993,918,00:00:58,2075,869,00:15:47,1623,1061,6740,4930,1344,466,86,1514,153,710,651,0,0,0,0,0
2015-16,Jul-15,111AE9,SOMERSET NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,543600,12111,12111,0,309,11666,11666,0,11001,9260,593,43,8,1762,3567,2737,00:00:01,830,232,00:11:56,1076,719,5313,3850,1138,325,745,1407,25,763,619,116340,7553,0,0,0
2015-16,Jul-15,111AF1,CORNWALL NHS 111,11N,NHS KERNOW CCG,553200,12525,12474,51,1537,10242,10223,19,6368,9323,318,556,26,19,2069,544,00:00:52,1525,358,00:19:32,1201,603,5547,3851,1337,359,372,1600,169,497,934,81554,17125,0,0,0
2015-16,Jul-15,111AF2,DEVON NHS 111,99P,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG",1158100,29757,29677,80,3525,24501,24478,23,15170,22431,869,1087,70,44,5413,1192,00:00:39,4221,2056,00:15:45,2565,1619,14547,9876,3896,775,351,3349,484,917,1948,192630,44804,0,0,0
2015-16,Jul-15,111AF3,BEDFORDSHIRE NHS 111,06F,NHS BEDFORDSHIRE CCG,434000,5383,5383,0,28,5316,5316,0,5117,3641,228,15,5,1427,748,305,00:01:19,443,162,00:27:58,368,423,2330,1532,429,369,77,443,66,247,130,0,0,0,0,0
2015-16,Jul-15,111AF4,STAFFORDSHIRE NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,1112600,20549,20458,91,204,19401,19350,51,18428,16146,677,63,8,2507,7032,5754,00:00:01,1278,313,00:12:52,1695,1563,10030,7148,876,2006,832,2026,39,1288,699,193919,44683,0,0,0
2015-16,Jul-15,111AF5,NORTH WEST NHS 111,00R,NHS BLACKPOOL CCG,6726400,68649,68649,0,527,67484,67484,0,64036,60607,2978,0,599,3300,16797,7964,00:00:10,8833,4833,00:12:38,7877,6762,34484,23079,5982,5423,576,10908,1260,4477,5171,299078,200168,0,0,0
2015-16,Jul-15,111AF6,BLACKPOOL NHS 111,00R,NHS BLACKPOOL CCG,467200,14654,14654,0,114,14292,14292,0,13629,12673,996,0,10,613,2825,2061,00:00:13,764,488,00:07:32,987,1311,7958,6536,1077,345,117,2300,95,668,1537,47383,29814,0,0,0
2015-16,Aug-15,111AA1,NORTH EAST ENGLAND NHS 111,00N,NHS SOUTH TYNESIDE CCG,2623300,59162,57079,2083,279,51053,49350,1703,50293,47268,1570,244,1257,1796,16127,8551,00:01:01,7576,2971,00:16:20,7671,4351,26213,16546,6373,3294,3106,5927,911,2660,2356,720592,137217,0,0,0
2015-16,Aug-15,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,733200,16434,16434,0,84,16350,16350,0,15872,12784,448,403,57,2658,3007,1351,00:00:46,1656,803,00:12:08,1768,1208,8267,5946,1680,641,312,1229,120,661,448,0,0,0,0,0
2015-16,Aug-15,111AA3,LUTON NHS 111,06P,NHS LUTON CCG,213700,3018,3018,0,11,2995,2995,0,2956,3265,204,18,0,0,639,255,00:01:18,384,140,00:23:09,396,287,2082,1424,438,220,158,342,43,167,132,0,0,0,0,0
2015-16,Aug-15,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,1002400,21485,21373,112,121,21079,20970,109,19970,18622,2,2,2,2451,4334,1743,00:00:17,2591,1312,00:10:32,1866,1735,9822,6462,2203,1157,486,4713,191,946,3576,77215,41512,0,0,0
2015-16,Aug-15,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,1006500,23165,22459,706,161,22654,21985,669,21394,22273,1,3,2,375,5425,2105,00:00:12,3320,1669,00:11:08,2069,1929,13024,8361,3817,846,880,4371,239,1196,2936,80918,33568,0,0,0
2015-16,Aug-15,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,140000,5576,5550,26,106,5235,5212,23,5019,4984,41,37,15,158,864,845,00:00:39,19,7,00:07:49,553,366,3306,1907,777,622,260,499,121,290,88,33342,10893,8384,5012,0
2015-16,Aug-15,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,568200,8423,8423,0,33,8081,8081,0,7828,8052,906,161,55,0,1669,1115,00:02:27,554,271,00:12:40,986,735,4497,3234,1015,248,316,1518,238,326,954,0,0,0,0,0
2015-16,Aug-15,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,295700,10958,10958,0,44,10914,10914,0,10629,8635,410,63,38,1768,2352,938,00:00:55,1414,705,00:14:49,1109,805,5301,4004,1005,292,179,1241,113,624,504,0,0,0,0,0
2015-16,Aug-15,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,380800,4793,4793,0,17,4776,4776,0,4636,3912,187,115,23,539,1104,444,00:01:08,660,291,00:14:56,476,392,2375,1779,486,110,130,539,54,272,213,0,0,0,0,0
2015-16,Aug-15,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1143000,29188,23298,5890,209,25523,22271,3252,24702,20388,0,45,0,5090,5487,4464,00:00:43,1023,737,00:09:51,2121,1899,13115,9379,2651,1085,842,2411,508,1361,542,413374,178759,0,0,0
2015-16,Aug-15,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,215100,5584,5400,184,4,5580,5396,184,5554,5004,6,0,6,564,1462,701,00:05:48,761,232,00:15:37,465,348,2919,1718,962,239,366,906,65,274,567,24990.85,10026,0,0,0
2015-16,Aug-15,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,658400,15625,15531,94,55,15431,15338,93,14868,13270,1429,27,8,697,2335,919,00:01:22,1416,409,00:21:28,1277,1132,8599,5886,1876,835,1009,1253,91,680,481,0,0,0,0,0
2015-16,Aug-15,111AB9,NORFOLK NHS 111,06W,NHS NORWICH CCG,783600,27820,24264,3556,1175,23593,21419,2174,19474,17311,0,0,484,5798,4061,2971,00:01:10,1090,732,00:09:01,1914,1485,10166,6840,2467,859,1246,2500,484,1036,980,0,0,0,0,0
2015-16,Aug-15,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,626600,14464,14464,0,58,14406,14406,0,13856,12137,405,366,23,1475,2973,1806,00:00:33,1167,618,00:10:30,1349,1170,7922,5341,1688,893,469,1227,73,647,507,0,0,0,0,0
2015-16,Aug-15,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,1007700,20593,20291,302,9,20584,20283,301,20422,18634,32,3,19,1896,5521,2710,00:06:41,2811,904,00:15:58,1332,1434,11211,6784,3571,856,992,3665,275,1217,2173,97979.56667,41876.91667,0,0,0
2015-16,Aug-15,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,771500,16399,16107,292,4,16395,16105,290,16273,14004,191,41,10,2149,4470,2387,00:02:28,2004,410,00:12:44,1095,1256,8662,5617,2469,576,977,2014,212,1208,594,2967.3,1510.916667,0,0,0
2015-16,Aug-15,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,871900,24527,15137,9390,78,19283,14380,4903,18891,15492,23,14,251,3503,4310,3495,00:00:36,815,615,00:10:00,1661,1193,10796,6175,3667,954,232,1610,310,987,313,408415,138520,0,0,0
2015-16,Aug-15,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,702300,16738,16738,0,72,16448,16448,0,15501,14875,0,1,0,1572,3438,1329,00:00:14,2109,1087,00:10:34,1274,1434,8892,6545,1975,372,319,2956,139,782,2035,68853,32882,0,0,0
2015-16,Aug-15,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,268900,4663,4663,0,14,4649,4649,0,4513,3962,166,132,26,363,997,443,00:00:30,554,240,00:13:35,400,432,2557,1721,450,386,75,498,64,263,171,0,0,0,0,0
2015-16,Aug-15,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1044200,19235,19235,0,127,18799,18799,0,17799,16886,1,1,1,1910,3895,1565,00:00:15,2330,1151,00:10:37,1740,1556,8616,5566,2238,812,475,4499,173,860,3466,72061,37501,0,0,0
2015-16,Aug-15,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4618700,77539,76528,1011,252,76675,75772,903,74752,69469,0,0,0,7206,18363,6108,00:00:42,12255,6188,00:14:01,6830,4820,39507,26538,8205,4764,4646,13666,853,4310,8503,386343.9,269226.5833,0,0,0
2015-16,Aug-15,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,317000,3721,3721,0,17,3704,3704,0,3582,3016,174,72,17,425,881,393,00:00:42,487,218,00:15:12,340,287,1835,1401,328,106,76,478,53,246,179,0,0,0,0,0
2015-16,Aug-15,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,411800,6568,6568,0,21,6547,6547,0,6332,5304,244,82,27,890,1494,609,00:00:56,885,417,00:15:08,585,545,3339,2502,678,159,129,706,67,395,244,0,0,0,0,0
2015-16,Aug-15,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,369000,3791,3791,0,12,3779,3779,0,3657,3083,152,65,12,467,860,348,00:00:36,512,247,00:14:37,351,319,1879,1405,363,111,63,471,45,266,160,0,0,0,0,0
2015-16,Aug-15,111AD4,NORTH WEST LONDON NHS 111,07P,NHS BRENT CCG,1196300,9638,9638,0,49,9589,9589,0,9285,7447,406,228,39,1469,2129,870,00:00:54,1259,639,00:15:04,915,781,4441,3382,882,177,170,1140,111,599,430,0,0,0,0,0
2015-16,Aug-15,111AD5,NORTH CENTRAL LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,1441000,21725,21725,0,70,20954,20954,0,20205,17034,1258,114,78,0,3980,2603,00:01:31,1377,649,00:12:23,2380,1713,9816,7087,1971,758,566,2559,430,795,1334,0,0,0,0,0
2015-16,Aug-15,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,1021900,17187,16108,1079,264,16923,16008,915,16499,14321,108,0,0,0,3145,1256,00:00:22,1889,1027,00:08:01,1629,1372,8248,6280,1601,367,754,2318,157,815,1346,0,0,0,0,0
2015-16,Aug-15,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1755300,22686,22685,1,104,22442,22441,1,21800,19020,1468,629,467,858,6045,3547,00:00:12,2498,1800,00:10:37,1594,2296,11427,8788,1858,781,714,2989,321,1624,1044,83371,75551,0,0,0
2015-16,Aug-15,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,884100,12810,12810,0,228,12582,12582,0,12337,9006,135,0,0,0,1991,815,00:00:21,1176,629,00:08:11,1000,1047,5417,4038,928,451,234,1308,115,661,532,0,0,0,0,0
2015-16,Aug-15,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5503900,122921,122921,0,1874,120372,120372,0,112632,103051,9273,20,425,7603,22908,4062,00:01:13,18845,5360,00:18:59,9889,8260,64744,40670,10013,14061,4268,15890,1114,5429,9347,845601,361997,0,0,0
2015-16,Aug-15,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1854600,41393,38494,2899,267,40722,38848,1874,39313,35689,2804,47,72,2110,6098,2237,00:01:35,3861,1207,00:24:53,4136,2811,22990,14706,5357,2927,2810,2942,281,1674,987,0,0,0,0,0
