AmbSYS - Ambulance Systems Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,Parent org code,Parent name,Org Code,Org Name,HQU03_1_1_3 SUM,HQU03_1_1_4 SUM,HQU03_1_1_5 SUM,HQU03_1_1_6 SUM,HQU03_1_1_7 SUM,HQU03_1_2_1 SUM,HQU03_1_2_2 SUM,SQU03_1_1_1 SUM,SQU03_1_1_2 SUM,SQU03_2_1_1 SUM,SQU03_2_1_2 SUM,SQU03_2_2_1 SUM,SQU03_2_2_2 SUM,SQU03_2_3_1 SUM,SQU03_2_3_2 SUM,SQU03_8_1_1_50 SUM,SQU03_8_1_1_95 SUM,SQU03_8_1_1_99 SUM,SQU03_9_1_1_50 SUM,SQU03_9_1_1_95 SUM,SQU03_9_1_1_99 SUM,SQU03_10_1_1 SUM,SQU03_10_1_2 SUM,SQU03_10_2_1 SUM,SQU03_10_2_2 SUM,Asi Srs17 1 1 1 SUM
2012-13,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,458,613,14.1,6521,8553,8711,9131,220,29903,136,1387,259,7076,0,29903,2,8,47,5.8,15.1,22.9,1387,18826,8151,17438,14510
2012-13,NOVEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,228,293,11.9,10403,13665,13447,13937,526,40577,171,1074,328,5906,0,40577,1,1,45,6.02,17.85,28.15,1074,27290,8215,26996,25444
2012-13,NOVEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1957,2719,15.37,22381,29337,30426,31966,3780,108401,726,2374,857,13212,0,108401,1,15,50,5.43,16.53,35.43,2374,70627,15135,68855,65983
2012-13,NOVEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1118,1544,13.4,15438,20202,21100,21671,777,65354,302,2024,942,10707,1328,65354,1,20,82,5.47,13.66,20.53,2024,51316,12011,49118,41549
2012-13,NOVEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1306,1968,17.43333333,13317,17750,17930,19694,143,57500,78,3457,919,15001,79,57500,2,14,59,6.633333333,22.85,40.23333333,3457,51632,15598,48166,33165
2012-13,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,461,580,12.02,22301,28476,28443,29056,380,76509,572,4007,1066,21132,0,76509,1,1,36,5.8,15.1,23.6,4007,64319,21402,60312,45277
2012-13,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,715,938,13.6,13868,18563,18300,19406,543,76288,486,3610,1579,20863,15,76288,1,11,58,4.9,18.07,28.3,3610,56479,26933,58987,37710
2012-13,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,370,471,13,16906,21806,21769,22277,736,50039,640,4823,710,15331,0,50039,3,47,91,5.48,16.67,25.95,4823,47042,17323,42219,33876
2012-13,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,513,651,13.57,6586,8786,8967,9428,231,36853,308,1638,867,13592,2976,36853,3,7,73,5.98,18.87,31.15,1638,35274,13712,33406,19719
2012-13,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,232,298,15.1,9002,11751,11523,12002,449,42061,297,2002,870,14149,0,42061,2,21,64,5.6,19,31.6,2002,30661,15304,29068,21602
2012-13,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,16,17,10.57,471,615,619,632,27,1984,1,184,9,471,11,1984,1,2,14,6.15,17.5,22.3,184,1782,667,1598,1129
2012-13,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,906,1158,17.2,26074,34679,34956,35671,95,133749,154,5607,1036,20798,3245,133749,0,1,22,6,14.4,22.5,5607,96963,28312,91356,70096
2012-13,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,478,627,13.3,6727,8818,8968,9409,172,30944,181,1488,300,7360,0,30944,2,7,45,5.7,14.9,21.9,1488,19627,8371,18138,15027
2012-13,OCTOBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,212,275,13.23,10363,13408,13242,13667,746,44833,171,1176,294,5882,0,44833,1,6,60,5.983,17.23,27.45,1176,27998,8272,27581,26167
2012-13,OCTOBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1960,2661,14.98,22623,29330,30258,31869,3499,110311,735,2405,859,13807,0,110311,1,12,48,5.37,16.27,34.95,2405,71482,15793,69660,66522
2012-13,OCTOBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1050,1457,14.3,15924,21050,21820,22441,1574,67847,531,2467,975,10626,1455,67847,1,20,82,5.5,13.93,20.46,2467,52194,11933,49552,42031
2012-13,OCTOBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1314,1843,15.48333333,13913,18089,18458,19913,191,56972,91,3574,999,15225,99,56972,2,15,64,6.3,21.6,37.31666667,3574,52125,15796,48421,33196
2012-13,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,519,644,12,22442,28681,28666,29325,312,77670,550,4146,1082,20790,0,77670,1,1,30,5.83,15.08,23.12,4146,64987,21075,60841,46335
2012-13,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,761,1018,13.87,13907,18829,18460,19740,535,78910,546,3839,1626,21186,22,78910,1,12,61,5,18.87,28.62,3839,57486,27126,59561,37947
2012-13,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,374,491,14.2,17085,22018,22033,22509,915,51075,654,4754,757,15729,0,51075,3,54,97,5.63,16.77,25.6,4754,48200,17873,43446,34930
2012-13,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,543,666,16.32,6669,8793,8971,9447,362,37722,340,1698,909,13417,3881,37722,3,19,99,6.02,19.05,32.68,1698,35274,13491,33576,20118
2012-13,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,191,260,16,9392,12201,11842,12407,398,43292,321,1877,936,14533,0,43292,2,22,64,5.7,19.6,31.1,1877,31499,15701,30082,22641
2012-13,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,7,9,11,417,552,544,561,34,1857,3,129,15,478,15,1857,1,3,9,6.21,18.28,27.14,129,1645,675,1516,1041
2012-13,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,903,1213,15.7,24748,33369,33686,34370,68,130040,151,5004,1104,20624,3388,130040,0,1,42,6.1,14.8,23.6,5004,91665,27786,86661,65628
2012-13,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,491,622,13.4,6357,8209,8429,8808,138,29277,160,1373,264,7246,0,29277,2,6,37,5.6,14.7,22.1,1373,18651,8247,17278,14050
2012-13,SEPTEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,184,237,12.06666667,9732,12397,12254,12622,585,40618,166,1116,248,5725,0,40618,1,6,60,5.783333333,16.9,26.66666667,1116,26545,7890,26028,24490
2012-13,SEPTEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,2015,2681,14.28,21314,27734,28774,30319,2889,105526,712,2320,896,13651,0,105526,1,9,46,5.32,16.63,37.57,2320,69093,15441,67370,63239
2012-13,SEPTEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1123,1537,14.05,14950,19728,20477,21193,1317,65754,430,2080,931,10719,1100,65754,1,27,102,5.47,14.38,21.23,2080,50061,12079,47797,39624
2012-13,SEPTEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1168,1645,15.71666667,12989,16674,16907,18285,641,55355,108,3558,938,14855,82,55355,2,38,89,6.266666667,21.63333333,37.16666667,3558,49687,15350,46061,31206
2012-13,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,616,800,14.15,20112,26634,26586,27434,692,75122,524,4010,1001,20172,0,75122,1,4,52,6.05,16.28,25.38,4010,61685,20451,57675,43214
2012-13,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,769,1000,14.87,12770,17623,17151,18485,641,78483,600,3790,1743,20894,17,78483,1,20,70,5.1,19.48,30.43,3790,55399,25942,56988,35682
2012-13,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,364,484,14.8,15045,19870,19780,20363,4286,53177,611,4646,688,15135,0,53177,3,53,94,5.77,18.5,29.23,4646,46405,17139,41759,33085
2012-13,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,588,716,13.01,6488,8338,8681,9048,672,36594,256,1491,934,12826,1471,36594,3,63,134,5.82,17.8,28.53,1491,33334,12922,31843,18926
2012-13,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,162,227,15.1,8942,11623,11201,11741,480,42203,282,1711,899,13350,0,42203,2,27,69,5.7,19.8,32.7,1711,30607,14540,28576,21749
2013-14,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,12,16,9.2,451,578,578,594,22,1877,7,144,16,447,14,1877,1,6,15,5.46,17.25,24.82,144,1655,695,1511,1111
2013-14,APRIL,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,930,1190,15.6,28137,36974,37252,37987,20,131817,191,5882,1003,14666,3178,131817,0,1,14,5.9,14.2,22.2,5882,95895,27115,90013,69665
2013-14,APRIL,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,225,292,13.32,10802,13422,13305,13688,869,36648,167,1067,229,4791,0,36648,1,40,55,5.75,16.83,26.93,1067,22504,8049,27306,20707
2013-14,APRIL,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,2103,2778,14,23544,29951,31404,32652,1309,99736,684,2358,850,12810,0,99736,1,5,34,5.82,17.37,37.55,2358,66186,16004,68572,61692
2013-14,APRIL,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1026,1363,13.02,15851,20312,21108,21622,408,59222,267,2376,554,10424,1310,59222,1,21,66,5.3,13.18,19.63,2376,46275,12339,43755,38311
2013-14,APRIL,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1324,1860,16.28,13762,18251,18690,20082,2218,64980,119,2055,909,14813,79,64980,2,7,56,6.43,20.5,33.57,2055,48895,15394,46797,31984
2013-14,APRIL,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,487,600,10.88,21405,29152,28959,29752,630,79660,718,4457,1999,23208,0,79660,1,3,51,6.18,15.97,24.33,4457,61877,23490,61033,42810
2013-14,APRIL,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,741,978,14.5,14587,20083,19682,20966,384,72344,348,3495,1033,18904,14,72344,1,5,54,6.22,20.25,32.62,3495,48488,22539,50204,32914
2013-14,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,356,471,14.2,15526,21427,21194,21898,867,49537,596,5842,724,16802,0,49537,3,34,78,5.88,18.3,28.48,5842,50924,18811,45082,34577
2013-14,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,534,660,12.97,7369,9561,9793,10213,93,34015,296,1448,982,14322,4606,34015,1,5,39,5.88,17.8,30.63,1448,35888,14444,34440,20006
2013-14,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,669,939,14.6,19181,24641,24439,25493,648,70218,442,3664,1336,22662,0,70218,3,17,61,5.5,17.6,28.1,3664,47651,23081,44529,35881
2013-14,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,10,11,9.25,469,619,610,630,31,2206,9,164,14,585,16,2206,1,2,15,5.38,18.21,25.3,164,1977,839,1813,1227
2013-14,AUGUST,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,911,1186,15.1,26486,35615,35829,36558,27,133123,115,4274,1045,16151,2963,133123,0,1,11,6,14.6,23.2,4274,94096,29307,89822,67198
2013-14,AUGUST,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,213,272,12.9,10933,13564,13450,13765,922,37854,119,924,218,5152,0,37854,1,42,66,5.8,16.5,25.6,924,22606,8453,27886,20576
2013-14,AUGUST,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1939,2459,14.28,22593,28374,29413,30644,2071,104631,111,1225,847,13956,0,104631,1,7,41,5.67,17.57,37.55,1225,67170,17828,69895,59737
2013-14,AUGUST,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1843,2218,12.53,14709,19659,21203,21799,725,59576,161,2164,553,11609,1141,59576,1,33,79,5.59,13.93,20.75,2164,48367,14027,45996,37669
2013-14,AUGUST,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1066,1539,15.08,12787,18015,18212,19530,710,70386,143,2446,1030,15581,6,70386,2,15,57,6.67,20.63,32.28,2446,50673,16188,48181,32600
2013-14,AUGUST,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,433,541,12.03,21542,28877,28579,29418,1189,80243,519,4277,1232,23182,0,80243,1,14,66,6.07,16.1,25.07,4277,61263,23434,61030,42421
2013-14,AUGUST,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,822,1103,14.93,15028,20463,20077,21409,595,65702,389,3972,1017,19824,33,65702,1,22,84,6,19.82,30.93,3972,50738,22953,51834,34726
2013-14,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,347,459,14.1,15169,20626,20428,21085,2561,48956,655,6399,737,18053,0,48956,3,26,72,5.83,18.13,27.32,6399,53156,20059,46757,34799
2013-14,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,504,657,15.33,7534,10035,10135,10678,131,34874,311,1694,947,14257,575,34874,1,6,60,5.95,19.2,33.98,1694,36752,14491,35058,20638
2013-14,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,692,954,14,19678,25594,25170,26359,574,72283,417,3564,1295,24194,0,72283,3,14,57,5.5,18.5,30.3,3564,49801,24547,46889,37195
2013-14,DECEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,37,49,9.75,422,553,576,602,24,1883,6,112,11,473,27,1883,1,1,9,6.11,17.36,20.52,112,1744,803,1632,1158
2013-14,DECEMBER,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,983,1311,17.4,28551,39766,39637,40833,438,142318,236,9559,1097,16082,2595,142318,0,1,23,6.2,15.7,26.2,9559,102307,30153,92748,70241
2013-14,DECEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,237,341,12.9,11238,14689,14433,14997,1021,40972,148,1129,279,5324,0,40972,1,41,41,6.35,19.13,30.38,1129,23332,9644,30347,22007
2013-14,DECEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,2047,2736,15.07,24699,32841,33735,35504,1887,110587,105,1423,803,14671,0,110587,1,5,36,6.05,19.38,45.52,1423,68905,19326,74509,64187
2013-14,DECEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1236,1701,14.16,16436,22887,23695,24536,1153,63547,151,2183,551,12546,1172,63547,1,30,81,5.87,15.01,22.97,2183,52280,15121,49960,39466
2013-14,DECEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1192,1800,16.1,14046,21439,21500,23182,247,68880,132,2172,1075,16867,78,68880,2,12,52,6.9,21.15,33.27,2172,53757,17558,51433,34566
2013-14,DECEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,635,799,11.48,23373,33019,32616,33818,715,84723,484,3922,1319,26743,0,84723,1,7,53,6.38,17.07,26.18,3922,64082,27017,69649,47444
2013-14,DECEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,862,1204,15.88,15449,23018,22167,24070,504,75765,362,3906,1081,19594,74,75765,1,9,68,6.75,22.17,36.03,3906,50970,24679,56281,37889
2013-14,DECEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,402,564,16.9,15949,23064,22549,23628,2412,52202,766,7225,872,20289,0,52202,3,26,67,6.17,19.98,31.17,7225,58498,22486,51273,37173
2013-14,DECEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,589,741,13.78,8901,11788,11987,12518,114,36208,411,2033,1041,15911,746,36208,3,8,63,5.9,18.08,32.65,2033,40990,16060,38957,22935
2013-14,DECEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1131,1603,14.9,20159,26657,26993,28195,395,71927,358,3028,1290,24054,0,71927,2,10,42,5.7,18,28.9,3028,49064,23997,46520,39118
2013-14,FEBRUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,31,41,8.75,382,500,523,541,15,1596,0,88,0,358,17,1596,1,1,6,5.02,16.11,19.79,88,1458,650,1370,1010
2013-14,FEBRUARY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,898,1096,14.8,28384,35400,35623,36294,22,122868,178,7648,1015,14406,2259,122868,0,1,8,5.6,13.4,21.5,7648,93981,27448,86333,66355
2013-14,FEBRUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,241,328,12.8,10074,13191,12875,13399,1159,36722,130,948,235,4555,0,36722,1,42,85,6.3,19,31.21,948,20703,8387,26810,19758
2013-14,FEBRUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1628,2163,13.27,22170,29159,30161,31283,1923,97574,110,1289,740,12501,0,97574,1,5,36,6.07,17,31.37,1289,60218,16645,65032,56884
2013-14,FEBRUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,986,1345,14.06,14627,20175,20770,21449,338,55305,29,1735,478,10679,1251,55305,1,23,50,5.65,14.46,21.45,1735,44915,13228,43000,35144
2013-14,FEBRUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1044,1520,14.53,12609,18072,18435,19567,280,60768,209,2107,831,13954,122,60768,2,11,48,6.55,19.92,32.8,2107,47285,14523,45065,31111
2013-14,FEBRUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,565,710,12.1,20582,28635,28242,29345,517,73811,408,3264,1208,22734,0,73811,1,4,48,6.38,17.32,26.63,3264,56208,22957,60881,42298
2013-14,FEBRUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,783,1106,15.5,13262,20606,19822,21600,413,64443,351,3793,946,16340,102,64443,1,6,62,7.02,22.1,35.02,3793,43917,20509,48267,33790
2013-14,FEBRUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,424,534,13.9,14680,19890,19829,20424,2221,42024,656,6018,704,17095,0,42024,3,18,53,5.85,18.12,27.62,6018,49953,18949,43935,32777
2013-14,FEBRUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,516,660,13.78,7671,10334,10422,10987,207,31968,287,1628,979,14296,849,31968,3,13,79,5.98,19.3,38.03,1628,35761,14411,34133,19700
2013-14,FEBRUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,975,1260,14.1,17456,22583,22766,23795,215,62919,409,2758,1189,20530,0,62919,2,8,38,5.6,18.2,29.4,2758,41787,20137,39607,34654
2013-14,JANUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,27,34,9.25,393,517,527,551,17,1781,1,117,7,439,17,1781,1,1,9,5.01,16.46,22.33,117,846,724,1535,1126
2013-14,JANUARY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,913,1156,15.9,29977,37316,37607,38266,47,128658,164,7469,1092,15368,2601,128658,0,2,7,5.6,13.6,21.8,7469,100083,29357,92614,71082
2013-14,JANUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,282,366,12.9,11036,14091,13832,14353,1219,39261,154,977,246,4888,0,39261,1,41,41,6.1,18.5,29.7,977,22593,8881,29050,21652
2013-14,JANUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1812,2351,13.85,24234,30976,31894,33282,1786,102465,107,1381,782,13291,0,102465,1,4,24,5.82,17.68,37.8,1381,65139,17779,70434,62217
2013-14,JANUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1209,1582,13.64,16236,21334,22299,22850,294,58068,3,1761,526,11285,1379,58068,1,20,39,5.45,13.51,20.17,1761,48832,13708,46905,38881
2013-14,JANUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1198,1652,14.88,14046,19628,20113,21250,185,63118,200,1895,963,15061,42,63118,2,4,34,6.32,19.4,31.95,1895,50526,15728,48561,33500
2013-14,JANUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,608,755,12.03,22553,30661,30431,31416,431,76173,451,3557,1237,24124,0,76173,1,1,38,6.15,16.42,25.88,3557,60417,24363,65127,45889
2013-14,JANUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,853,1170,14.48,15229,21254,20903,22299,402,71543,396,3831,1008,18104,90,71543,1,4,55,6.32,20.1,32.58,3831,48065,22412,52328,36603
2013-14,JANUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,498,618,13.3,16831,22103,22171,22721,2341,47655,690,6271,811,18490,0,47655,3,5,34,5.55,16.98,25.47,6271,53941,20432,47670,35940
